/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-01-01.npy|black beauty : the autobiography of a horse .~|0 2 3 4 5 6 7 8|1 4 4 1 7 7 4 1|amod punct det appos case det nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-081.npy|i offer nothing but an old necklace .~|0 2 3 4 5 6 7|1 1 6 6 6 2 1|nsubj obj case det amod conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-082.npy|you must forgive the liberty and oblige me .~|0 1 3 4 5 6 7 8|2 2 4 2 6 2 6 2|nsubj aux det obj cc conj obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-083.npy|fanny still resisted , and from her heart .~|0 1 3 4 5 6 7 8|2 2 7 7 7 7 2 2|nsubj advmod punct cc case nmod:poss conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-084.npy|the gift was too valuable .~|0 1 2 3 5|1 4 4 4 4|det nsubj cop advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-085.npy|but miss crawford persevered and argued the case with so much affectionate earnestness , through all the heads of william and the cross , and the ball , and herself , as to be finally successful .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36|5 1 1 5 3 7 5 12 10 11 12 7 17 17 17 17 5 19 17 22 22 19 26 26 26 19 29 29 19 35 35 35 35 35 26 1|cc obj ccomp cc conj det obj case advmod advmod amod nmod punct case det:predet det obl case nmod cc det conj punct cc det conj punct cc conj punct mark mark cop advmod acl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-086.npy|fanny found herself obliged to yield , that she might not be accused of pride or indifference , or some other littleness ; and having with modest reluctance given her consent , proceeded to make the selection .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37|1 1 1 5 3 12 12 12 12 12 12 5 14 12 16 14 21 21 21 21 14 32 32 32 27 27 24 27 30 28 32 12 34 32 36 34 1|nsubj obj xcomp mark xcomp punct mark nsubj:pass aux advmod aux:pass ccomp case obl cc conj punct cc det amod conj punct cc csubj case amod obl acl nmod:poss obj punct conj mark xcomp det obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-087.npy|she looked and looked , longing to know which might be least valuable ; and was determined in her choice at last , by fancying there was one necklace more frequently placed before her eyes than the rest .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38|1 3 1 5 1 7 5 12 12 12 12 7 1 16 16 1 19 19 16 21 16 16 24 16 26 24 28 26 30 31 28 34 34 31 37 37 31 1|nsubj cc conj punct advcl mark xcomp nsubj aux cop advmod ccomp punct cc cop conj case nmod:poss obl case obl punct mark advcl expl ccomp nummod nsubj advmod advmod acl case nmod:poss obl case det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-088.npy|it was of gold , prettily worked ; and though fanny would have preferred a longer and a plainer chain , as more adapted for her purpose , she hoped , in fixing on this , to be choosing what miss crawford least wished to keep .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46|3 3 3 6 6 3 3 29 13 13 13 13 29 15 13 19 19 19 15 29 23 23 29 26 26 23 29 29 3 29 32 29 34 32 38 38 38 29 40 43 43 43 38 45 43 3|nsubj cop case punct advmod conj punct cc mark nsubj aux aux advcl det obj cc det amod conj punct mark advmod advcl case nmod:poss obl punct nsubj conj punct mark advcl case obl punct mark aux xcomp det obj nsubj advmod ccomp mark xcomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-089.npy|miss crawford smiled her perfect approbation ; and hastened to complete the gift , by putting the necklace round her and making her see how well it looked .~|1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28|0 0 5 5 2 0 8 0 10 8 12 10 15 15 10 17 15 19 15 21 10 21 21 25 27 27 23 0|obj ccomp nmod:poss amod obj punct cc conj mark xcomp det obj punct mark advcl det obj case obl cc conj obj xcomp mark advmod nsubj ccomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-090.npy|fanny had not a word to say against its becomingness , and excepting what remained of her scruples was exceedingly pleased with an acquisition so very apropos .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27|4 4 4 4 6 4 9 9 6 20 20 20 20 12 17 17 14 20 20 4 23 23 20 26 26 20 4|nsubj aux advmod det mark acl case nmod:poss obl punct cc csubj nsubj ccomp case nmod:poss obl cop advmod conj case det obl advmod advmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-091.npy|she would rather , perhaps , have been obliged to some other person .~|0 1 2 3 4 5 6 7 9 10 11 12 13|8 8 8 8 8 8 8 8 12 12 12 8 8|nsubj:pass aux advmod punct advmod punct aux aux:pass case det amod obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-092.npy|but this was an unworthy feeling .~|0 1 2 3 4 6|5 5 5 5 5 5|cc nsubj cop det amod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-093.npy|miss crawford had anticipated her wants with a kindness , which proved her a real friend .~|1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16|3 3 0 3 3 8 8 5 8 11 8 11 15 15 11 0|nsubj aux ccomp obj xcomp case det obl punct nsubj acl:relcl obj det amod xcomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-094.npy|when i wear this necklace i shall always think of you , said she , and feel how very kind you were .~|0 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22|2 2 8 4 2 8 8 8 10 8 12 8 12 16 16 8 19 19 16 19 19 8|mark nsubj advcl det obj nsubj aux advmod case obl punct conj obj punct cc conj mark advmod ccomp nsubj cop punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-095.npy|you must think of somebody else too when you wear that necklace , replied miss crawford .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16|2 2 4 2 4 2 9 9 2 11 9 13 2 13 14 2|nsubj aux case obl amod advmod mark nsubj advcl det obj punct parataxis ccomp obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-096.npy|you must think of henry , for it was his choice in the first place .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15|2 2 4 2 2 10 10 10 10 2 14 14 14 10 2|nsubj aux case obl punct mark nsubj cop nmod:poss advcl case det amod nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-097.npy|he gave it to me , and with the necklace i make over to you all the duty of remembering the original giver .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23|1 1 4 1 11 11 9 9 1 11 9 11 14 11 17 17 11 19 17 22 22 19 1|nsubj obj case obl punct cc case det obl nsubj acl:relcl compound:prt case obl det:predet det obj mark acl det amod obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-098.npy|it is to be a family remembrancer .~|0 2 3 4 5 6 7|1 6 6 6 6 1 1|nsubj mark cop det compound xcomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-099.npy|the sister is not to be in your mind without bringing the brother too .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14|1 2 8 8 8 8 8 2 10 8 12 10 10 2|det nsubj advmod mark cop case nmod:poss xcomp mark advcl det obj advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-100.npy|fanny , in great astonishment and confusion , would have returned the present instantly .~|0 1 2 3 4 5 6 7 8 9 11 12 13 14|10 0 4 4 10 6 4 10 10 10 12 10 10 10|nsubj punct case amod obl cc conj punct aux aux det obj advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-101.npy|to take what had been the gift of another person , of a brother too , impossible ; it must not be !~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22|1 16 6 6 6 6 1 9 9 6 13 13 13 6 13 16 16 21 21 21 16 16|mark csubj nsubj aux cop det ccomp case det nmod punct case det nmod advmod punct punct nsubj aux advmod parataxis punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-102.npy|and with an eagerness and embarrassment quite diverting to her companion , she laid down the necklace again on its cotton , and seemed resolved either to take another or none at all .~|0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33|13 3 3 13 5 3 7 3 10 10 7 3 13 13 16 13 13 20 20 13 23 23 13 23 27 27 24 27 30 28 32 27 13|cc case det obl cc conj advmod acl case nmod:poss obl punct nsubj compound:prt det obj advmod case nmod:poss obl punct cc conj xcomp cc:preconj mark xcomp obj cc conj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-103.npy|miss crawford thought she had never seen a prettier consciousness .~|1 2 3 4 5 6 7 8 9 10|0 0 6 6 6 2 9 9 6 0|obj ccomp nsubj aux advmod ccomp det amod obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-104.npy|my dear child , said she , laughing , what are you afraid of ?~|0 1 2 3 5 6 7 8 9 10 11 12 13 14|2 2 4 4 7 7 4 4 12 12 12 4 12 4|nmod:poss amod nsubj punct nsubj punct ccomp punct obj cop nsubj ccomp obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-105.npy|do you think henry will claim the necklace as mine , and fancy you did not come honestly by it ?~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20|2 2 5 5 2 7 5 9 5 12 12 5 16 16 16 2 16 19 16 2|aux nsubj nsubj aux ccomp det obj case obl punct cc conj nsubj aux advmod conj advmod case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-106.npy|or are you imagining he would be too much flattered by seeing round your lovely throat an ornament , which his money purchased three years ago , before he knew there was such a throat in the world ?~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38|3 3 3 9 9 9 8 9 3 11 9 15 15 15 11 17 11 17 22 21 22 17 24 25 22 29 29 29 9 31 29 34 34 31 37 37 34 3|cc aux nsubj nsubj aux cop advmod advmod ccomp mark advcl case nmod:poss amod obl det obj punct obj nmod:poss nsubj acl:relcl nummod obl:npmod advmod punct mark nsubj advcl expl ccomp det:predet det nsubj case det nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-107.npy|or perhaps looking archly , you suspect a confederacy between us , and that what i am now doing is with his knowledge and at his desire ?~|0 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27|19 2 6 2 2 6 8 6 10 8 19 19 19 19 18 18 18 14 6 22 22 19 26 26 26 22 6|cc advmod advcl advmod punct nsubj det obj case nmod punct cc mark nsubj nsubj aux advmod acl:relcl conj case nmod:poss obl cc case nmod:poss conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-108.npy|with the deepest blushes fanny protested against such a thought .~|0 1 2 3 4 6 7 8 9 10|3 3 3 5 5 9 9 9 5 5|case det amod obl nsubj case det:predet det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-109.npy|well , then , replied miss crawford more seriously , but without at all believing her , to convince me that you suspect no trick , and are as unsuspicious of compliment as i have always found you , take the necklace and say no more about it .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48|4 4 4 4 4 5 8 5 39 39 14 13 14 39 14 14 18 14 18 22 22 18 24 22 29 29 29 29 22 31 29 36 36 36 36 29 36 39 4 41 39 43 39 45 43 47 43 39|discourse punct advmod punct xcomp obj advmod advmod punct cc mark case obl advcl obj punct mark xcomp obj mark nsubj ccomp det obj punct cc cop advmod conj case obl mark nsubj aux advmod advcl obj punct parataxis det obj cc conj advmod obj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-110.npy|its being a gift of my brother's need not make the smallest difference in your accepting it , as i assure you it makes none in my willingness to part with it .~|0 1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33|3 3 3 10 8 6 8 6 3 10 13 13 10 16 16 13 16 10 21 21 10 21 24 21 24 28 28 25 30 28 32 30 10|nmod:poss cop det nsubj case nmod:poss nmod:poss case nmod advmod det amod obj mark nsubj acl obj punct mark nsubj advcl obj nsubj ccomp obj case nmod:poss nmod mark acl case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-111.npy|he is always giving me something or other .~|0 1 2 4 5 6 7 8|3 3 3 3 3 7 5 3|nsubj aux advmod iobj obj cc conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-112.npy|i have such innumerable presents from him that it is quite impossible for me to value , or for him to remember half .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23|1 4 4 1 6 4 11 11 11 11 1 15 15 15 11 21 21 21 21 21 15 21 1|nsubj amod amod obj case nmod mark expl cop advmod ccomp mark nsubj mark csubj punct cc mark nsubj mark conj obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-113.npy|and as for this necklace , i do not suppose i have worn it six times : it is very pretty , but i never think of it .~|0 1 2 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28|9 4 1 4 9 9 9 9 9 12 12 9 12 15 12 20 20 20 20 9 25 25 25 25 9 27 25 9|cc case fixed det obl punct nsubj aux advmod nsubj aux ccomp obj nummod obl:tmod punct nsubj cop advmod parataxis punct cc nsubj advmod conj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-114.npy|and though you would be most heartily welcome to any other in my trinket box , you have happened to fix on the very one which , if i have a choice , i would rather part with and see in your possession than any other .~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46|18 7 7 7 7 6 7 18 10 10 7 14 14 14 10 7 18 18 20 18 24 24 24 20 36 36 29 29 36 31 29 36 36 36 36 18 36 39 36 42 42 39 45 45 39 18|cc mark nsubj aux cop advmod advmod advcl case det obl case nmod:poss compound nmod punct nsubj aux mark xcomp case det amod obl nsubj punct mark nsubj advcl det obj punct nsubj aux advmod conj obl cc conj case nmod:poss obl case det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-115.npy|say no more against it , i entreat you .~|1 2 3 4 5 6 7 8 9|2 0 4 0 0 7 0 7 0|advmod obj case obl punct nsubj parataxis obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-116.npy|such a trifle is not worth half so many words .~|0 1 2 3 4 6 7 8 9 10|2 2 5 5 5 5 8 9 5 5|det:predet det nsubj cop advmod obj advmod amod obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-117.npy|fanny dared not make any farther opposition ; and with renewed but less happy thanks accepted the necklace again , for there was an expression in miss crawford's eyes , which she could not be satisfied with .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38|1 3 1 6 6 3 15 15 14 14 13 13 10 15 1 17 15 15 22 22 22 15 24 22 26 24 29 27 26 29 36 36 36 36 36 29 31 1|nsubj advmod xcomp det amod obj punct cc case amod cc advmod conj obl conj det obj advmod punct mark expl advcl det nsubj mark acl nmod:poss case obj punct obl nsubj aux advmod cop acl:relcl case punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-118.npy|it was impossible for her to be insensible of mister crawford 's change of manners .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15|2 2 7 7 7 7 2 12 10 12 10 7 14 12 2|expl cop mark nsubj mark cop csubj case compound nmod:poss case obl case nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-119.npy|she had long seen it .~|0 1 2 4 5|3 3 3 3 3|nsubj aux advmod obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-121.npy|reflecting and doubting , and feeling that the possession of what she had so much wished for did not bring much satisfaction , she now walked home again , with a change rather than a diminution of cares , since her treading that path before .~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45|25 2 0 5 5 0 25 8 25 10 8 15 15 14 15 10 19 19 19 15 21 19 25 25 25 25 25 31 31 31 25 35 32 35 31 37 35 25 41 41 25 43 41 41 25|advcl cc conj punct cc conj mark det nsubj case nmod nsubj aux advmod advmod acl:relcl mark aux advmod advcl amod obj punct nsubj advmod advmod advmod punct case det obl cc fixed det conj case nmod punct mark nsubj advcl det obj advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-09-001.npy|chapter nine .~|1 2|0 0|dep punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-09-003.npy|such a sight having never occurred before was almost as wonderful as it was welcome .~|0 1 2 3 4 5 6 7 8 9 11 12 13 14 15|2 2 10 5 5 2 5 10 10 10 14 14 14 10 10|det:predet det nsubj aux advmod acl advmod cop advmod advmod mark nsubj cop advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-09-004.npy|fanny , said he directly , leaving his seat and his pen , and meeting her with something in his hand , i beg your pardon for being here .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29|2 2 2 2 6 2 8 6 11 11 8 14 14 6 14 17 14 20 20 17 23 23 2 25 23 28 28 23 2|nsubj punct nsubj advmod punct advcl nmod:poss obj cc nmod:poss conj punct cc conj obj case obl case nmod:poss nmod punct nsubj parataxis nmod:poss obj mark cop advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-09-005.npy|i came to look for you , and after waiting a little while in hope of your coming in , was making use of your inkstand to explain my errand .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30|1 3 1 5 3 21 21 9 21 12 12 9 14 9 17 17 14 17 21 21 1 21 25 25 22 27 21 29 27 1|nsubj mark xcomp case obl punct cc mark advcl det amod obj case obl mark nsubj nmod advmod punct aux conj obj case nmod:poss nmod mark advcl nmod:poss obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-09-006.npy|you will find the beginning of a note to yourself ; but i can now speak my business , which is merely to beg your acceptance of this little trifle , a chain for william 's cross .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37|2 2 4 2 7 7 4 9 2 2 15 15 15 15 2 17 15 15 20 17 23 23 20 25 23 29 29 29 25 32 32 29 36 36 34 32 2|nsubj aux det obj case det nmod case obl punct cc nsubj aux advmod conj nmod:poss obj punct nsubj acl:relcl advmod mark advcl nmod:poss obj case det amod nmod punct det appos case nmod:poss case nmod punct
